c2,c0,729,129,229,ff9a,
13847494,66171315,40256642,25947866,12294471,98575,
12479730,60757355,38430143,24491344,12010148,19417,
13762916,66443834,39993355,25518267,12519663,37349,
11520339,56240285,34604062,21908392,11073855,32783,
7446723,27668774,11423935,8744937,2644707,88482,
11834,59654,43606,26685,16339,7553,
502964,3093842,1772956,1100642,663020,135779,
1462233,5776003,2073886,1557448,490710,160829,
78100,311313,112710,75935,34935,9304,
274753,1416902,892468,577290,304625,65268,
717252,3300826,1617153,1103317,497139,87169,
3200,12188,10361,6167,4098,5830,
179745,728830,246730,167395,73904,10239,
162,740,411,243,144,3451,
131013,519089,177913,121166,53753,6321,
41102,188275,80418,52087,33047,15761,
711883,3397116,1980739,1241737,701294,65605,
8229,39294,29114,18189,10178,5333,
10984,58058,36843,21011,14698,5170,
234512,935970,340043,225849,109706,13108,
9783,51675,36243,21046,14605,8353,
2535137,10085372,3380690,2277318,1055075,17016,
1804,8373,6342,3995,2218,4685,
91,461,231,129,85,1934,
3684,14262,11848,7323,4487,2749,
14291,64672,38264,22458,14623,4550,
28961,136319,82053,51450,29566,13556,
1123161,5114570,2809139,1937793,834036,132629,
201872,917574,507922,339260,161249,33473,
1187583,4635608,1580514,1062476,498682,16691,
164,810,579,410,157,3965,
372,1872,999,582,347,3557,
1641,7644,5077,3112,1859,3454,
95,475,250,149,84,2853,
1188616,4629867,1573248,1057156,496647,12266,
26140,102603,39495,26303,12618,3794,
727821,3439368,1910306,1205771,677126,18766,
8224,39266,26837,16900,9270,5008,
23020,121636,77142,44423,30730,6433,
12112,60585,38403,22089,15407,5085,
9780,51603,33233,19398,13090,4824,
372,1872,1030,602,358,13687,
2194,10111,6895,4191,2514,4178,
91,461,246,139,90,2189,
0,0,0,0,0,1943,
2117,7730,6191,3675,2508,2662,
11265,52673,35453,22768,11973,5870,
335,1602,1142,766,327,2917,
9068,43601,30026,17983,11530,4799,
5370,25880,16702,10577,5750,5060,
1437,7422,6880,3761,3003,2702,
372,1872,964,556,340,2916,
24477,92038,59457,35922,23148,6927,
95,475,246,143,86,2672,
3636197,16531896,11774928,7582618,3755160,182691,
29079323,144689381,83339021,55213127,26244690,487129,
13152960,63673867,37969273,23775560,13224383,171896,
17007147,117476680,54019130,38178311,15413768,254041,
11744333,62906909,37490147,24542618,11322187,410687,
14269085,67009033,41212685,26684931,12223549,214298,
15430937,75343796,48376128,31505416,14318202,155321,
15871374,77154408,48749522,31269522,14753090,72694,
14221109,68586505,44229241,28286747,13377307,21838,
14228648,68652612,44070006,28192866,13327520,15715,
14932444,72315255,45793936,29285755,13883282,23148,
14310037,68446472,43508410,27878156,13339890,23521,
13695584,66710815,43470287,27625413,13491118,28959,
13800529,67292041,43863549,27906402,13561592,19874,
13948694,67375355,43460757,27781328,13374339,19561,
14384194,70153640,45242888,28810670,13993196,80906,
12278839,60376308,38236904,24371371,11873058,137933,
12244071,60224563,37291696,23587507,12048859,205337,
13251813,63116710,38188441,24687504,11604367,273368,
12000114,59154427,36903190,23505151,11483008,21680,
11603469,56759954,35441531,22459084,11241452,16129,
12111919,59322582,37162755,23622052,11634251,24048,
12201057,59224717,37563261,23812021,11781697,17161,
13144811,64671746,39922482,25371979,12575132,108636,
12242880,57966873,34079183,21790398,10703549,51395,
8978511,32906542,14533245,10861158,3643134,88925,
13373,70545,48746,29023,17912,11923,
518447,3188474,1832175,1139733,681450,156995,
1462024,5779686,2055621,1553621,477761,196106,
3582,19922,14904,7481,2712,3423,
211,1223,1046,610,414,2630,
4507,18305,12408,7633,4294,7253,
20572,101422,60341,35942,23483,13556,
15087,72858,50968,30927,19612,18290,
21929,112607,90270,53569,34495,6302,
9244,46397,34228,20658,12794,8451,
164,810,471,355,107,2085,
36908,148868,98775,62824,34754,11899,
2338,10755,8169,5090,2878,4853,
130,609,343,207,115,2541,
0,0,0,0,0,1940,
4648,18536,11899,7379,4042,3707,
0,0,0,0,0,1809,
12137,56610,40491,24879,15362,16879,
813359,3963133,2192754,1378789,785134,49239,
22094,116834,73440,42268,29384,5531,
17495,95722,68724,40353,25149,7212,
49921,227309,124262,75682,43456,10096,
4872,21205,12974,7657,5024,7100,
91,461,239,132,88,2657,
2049,7496,5945,3621,2314,3306,
4699,25962,21174,12679,8064,4749,
0,0,0,0,0,2660,
44959,196826,126688,78267,43637,14537,
8151,38743,25046,15494,9200,5641,
5179,25399,15912,10102,5521,4406,
1176,4748,3353,2218,1114,2709,
263554,1214479,721753,522670,191522,68261,
6341,25506,18399,11288,6881,6787,
162,740,416,248,144,2897,
38,118,98,58,32,3669,
0,0,0,0,0,3021,
103142,432019,183439,127938,53264,10821,
8236,39297,25541,16152,8757,4558,
745513,3522715,1931224,1217075,684029,21904,
290345,1277116,532759,368703,159362,17087,
24650,123443,85079,48265,34496,9922,
32890,143429,68798,43021,24389,6366,
1641,7646,6262,3899,2239,3774,
91,461,233,130,86,2801,
47231,250801,109576,64850,42468,6191,
4425,20623,13626,9472,3613,4824,
4494046,17560065,5302588,3697895,1509846,70862,
1185101,4612912,1395094,959146,399888,18565,
17972,84363,50338,31603,17363,11811,
3551295,16181230,10891772,7066361,3403794,202716,
16104585,80513207,42190230,26229341,14904451,522351,
12546414,61198565,37912042,23986984,12702430,202421,
18244113,128310098,60002409,42211916,17300863,265615,
20238588,210942798,89882633,70054981,19558972,554223,
21699278,201704825,86701943,66653544,19460767,480754,
7463994,36611914,23119709,14860276,7059672,89719,
13639068,65980488,42449228,27182441,12767480,33417,
15113256,72991096,46519069,29807270,13991248,26266,
15349151,73251451,46152900,29671411,13945769,121237,
14659421,70986795,45675103,29168028,13926069,18024,
14699161,70953108,45562301,29010193,14084110,20526,
15116601,72958872,46695464,29760576,14401513,16706,
15334176,75210587,47757598,30464742,14861096,245689,
11151559,52481328,32187076,20942393,9643986,351642,
220034,2197673,885033,662922,221849,398827,
3225617,12167119,6846373,5004035,1848413,578686,
7307924,25557488,15041056,10926991,4111604,883805,
6809832,23577653,13369404,9795489,3574434,758211,
8812355,32175069,16461177,12200010,4254784,800751,
7447711,27076577,14068671,10517760,3552754,731418,
1058022,4253518,2571975,2085310,477824,354642,
6661744,25120731,9694744,7596157,1974832,571886,
948241,3294426,2194319,2040176,141672,401847,
322716,1332355,409261,367088,42317,258632,
3532843,14290850,7113715,5045249,1989778,226394,
12361740,55909582,35739197,23079115,10670429,166753,
14690383,71615081,46846412,29876210,14431552,40706,
14240502,68649728,44887176,28705292,13831095,35477,
12932338,62975046,41509842,26480400,12783580,48123,
12816646,63126448,39868971,25438560,12463350,190725,
13041269,63678155,38778711,24668205,12282568,37748,
13539300,66239952,40843777,26028963,12817253,225841,
15053922,72933452,43324580,27885837,13260070,362272,
11840263,57741995,35010619,22180441,11174024,24842,
14092750,69153703,43637826,28023833,13521659,224384,
13339148,63768222,37827723,24258675,11743380,79481,
12203057,59241671,37528081,23858140,11727017,24722,
8834716,43739094,27111858,17183110,8543790,18566,
11839608,57552797,36271472,22979655,11371464,17650,
16224109,65917153,32430690,22448764,9154822,122399,
346,1655,1407,874,497,4449,
690985,3836027,2079576,1325829,740469,135511,
1520934,6102129,2240948,1674870,542316,140811,
302,1487,1003,567,413,3399,
377,1570,1190,661,455,3746,
28030,130569,71412,42954,25906,10267,
515454,2034918,668463,453384,203386,15421,
169584,677638,246042,163921,77823,12003,
904,4540,2716,1613,931,4496,
1136293,5435262,2804466,1798734,972328,96013,
6623,34889,24383,14421,9371,7833,
23090,122445,76839,44444,30362,6786,
4974,23131,18913,12308,6037,6509,
10308,54595,34176,19532,13669,3760,
183580,794523,300225,192475,103184,10003,
4323,17477,11678,7231,3993,4330,
1923644,7614689,2399894,1635164,733302,12365,
596112,2331495,701821,472481,207773,3402,
13596,64373,38210,22026,14733,5921,
231100,1132542,730547,469799,253413,55977,
25058,125401,89312,53059,34947,7666,
6568,31624,23509,14976,7837,5962,
29865,119529,49749,33081,16021,6621,
5093,25682,17436,10231,6902,3211,
96,479,236,139,80,1758,
4982,23526,18590,11143,7356,7562,
1906,8418,5851,3193,1563,1912,
8223,39268,27801,17534,9568,3754,
14577,53994,32567,19904,12441,4782,
13757,58433,36599,22201,13109,8679,
966106,4589191,2453370,1551190,868912,22068,
78010,350707,175415,108366,61057,10880,
4872,21205,12345,7284,4763,5428,
13794,70674,46120,27509,17162,6100,
2342,8855,7124,4443,2638,3031,
4563,25359,20643,12105,8117,4419,
69333,272741,98898,65904,31462,7623,
33499,143616,95904,60376,31858,13277,
779,3859,2396,1403,817,3712,
57093,234933,93606,61827,30224,6090,
9537,46088,32390,19779,12248,3377,
69970,314629,180004,119243,57074,31737,
775331,3694294,1796098,1070892,707170,121335,
874978,3690188,1652844,1026681,590614,138176,
564734,2264896,1061305,725125,317819,89318,
0,0,0,0,0,3879,
4228,15493,11511,6993,4501,2861,
8224,39273,26163,16482,9004,5573,
56560,229025,92600,60663,30323,8378,
570005,2683192,1966119,1248385,633400,67471,
6084934,28353698,18213109,11710592,5760407,215602,
26164910,129861232,66656600,42083142,22818891,508402,
13965170,69410233,37823594,23864637,13292813,216903,
18779934,130203351,62340315,44035628,17201219,225479,
14339662,69470428,43856513,28075811,13317079,145674,
16547909,79150035,47739209,30787386,14333251,379870,
13733771,65530258,41788112,26874808,12531072,56672,
14671488,71399905,44963293,28734794,13677710,120696,
16550879,78518859,47876945,30866542,14361502,145487,
14880435,71861581,45291253,28947525,13690395,24343,
14532881,70552782,44667131,28570707,13517910,20564,
13705456,65928420,41497374,26697962,12478144,28690,
14162027,68922044,44496207,28428229,13527868,19182,
14061655,68562116,44664964,28595542,13496075,15704,
14214134,68675771,43975421,28270340,13208230,16858,
12344284,60359240,37356350,23962663,11330200,133063,
12334988,60092227,37248805,23716641,11489711,29165,
13065548,63408960,40372459,25758315,12425613,23712,
13658601,67976448,41958002,26764005,13036362,200669,
14473767,70063972,40854386,26316465,12454883,171069,
12950802,62915080,38153581,24238771,11991236,104004,
12063132,58007832,36319159,23263880,11097386,35093,
12632786,62153345,38833571,24769015,11899545,22248,
15703233,69614956,37929978,25399332,11061560,92900,
1028909,4658736,2315968,1535008,743053,86151,
1993875,8804164,3751643,2645490,1072779,270329,
212,873,641,408,204,4699,
492,2437,1567,906,599,3916,
5434,29856,19351,11145,7727,7849,
220704,1083036,665876,428480,230358,58694,
38006,182051,128403,78308,48308,10374,
1789,7066,4697,2946,1645,4573,
6393,27213,18004,10888,6758,8395,
0,0,0,0,0,2654,
49012,194354,68096,45974,21088,4550,
349537,1710292,1063622,677537,364625,46325,
18708,72381,49602,30715,18667,6787,
41333,181092,124063,78222,41625,16929,
2945,15089,13496,7715,5441,17065,
2024,7427,5631,3446,2159,3677,
140521,566822,201563,133425,65390,9814,
762869,3608729,2028773,1275922,722812,70816,
2624,12105,7124,4359,2578,6216,
12783,63800,40523,23327,16298,3962,
283699,1367955,809470,579855,221700,64560,
13957,55770,26873,16902,9026,5794,
0,0,0,0,0,3488,
645,3251,2741,1491,1084,4157,
2643,10666,7355,4381,2817,5558,
5173,25360,16706,10655,5761,4443,
13027,59673,34953,20474,13309,4218,
8777,40529,27257,16723,10256,6430,
1641,7644,4753,2885,1759,3718,
39107,153503,63829,41244,21963,3929,
31954,131288,51463,32648,17406,4509,
7471,29482,20230,12309,7434,4172,
2407,12297,12751,7310,5272,4576,
11503,52996,32385,20192,11347,6244,
4729,18353,10332,6270,3895,10875,
95,467,246,141,88,3271,
242932,973725,349406,232724,111336,8499,
50455,203162,72839,47748,24232,8098,
847217,4170656,2279930,1436780,815142,23164,
22334,118229,73677,42325,29625,5521,
28539,148551,92308,52976,37088,6386,
11605,43812,26754,16560,9737,4319,
406733,1632683,523761,363779,163057,6862,
316802,1202424,348636,231199,94520,3554,
82132,422032,165446,96901,67431,30486,
64983,334470,123511,76902,42375,18046,
5350,21730,17350,10127,7063,3075,
28217,111183,72391,46553,25052,7148,
11106,50199,31628,19592,11697,5444,
3274,12477,7521,4769,2683,6088,
9103288,42239372,24707944,15589814,8408523,325135,
9396027,45145093,29217285,18471671,9706040,233095,
12896513,62570864,37119436,23167942,13087904,172876,
18442680,130337935,59508126,42301445,16690687,250384,
12439003,60965945,39912772,25636696,12142152,296994,
15664697,74352832,45187924,29245660,13395234,252238,
15068164,73059422,46803372,30012260,14124251,81882,
16844613,80351147,49845997,32203155,14939060,185062,
15818548,76496945,48569520,31042341,14798217,120420,
15285793,71703408,44634476,28791242,13395259,54751,
14978504,72391764,46454820,29748816,14017443,23935,
12946707,63165482,41969268,26826803,12767539,34644,
11087641,54019707,35497658,22716960,10839248,21694,
10170708,48642903,31930404,20628840,9642260,33512,
13489581,65810179,43099468,27751918,12975162,20332,
14659506,71566850,46588294,29945410,14106063,68502,
10707542,51862962,32775343,21117601,10056063,126101,
9391353,46023508,28740867,18295278,9067211,194178,
15099021,73508845,43368932,28008711,13318689,292872,
12668488,62038437,38573082,24527569,12138901,26441,
13803957,67756437,40874617,26065818,12991168,159598,
13925984,66535917,40810418,26294677,12451247,77320,
12859214,62586277,39401036,25152882,12275000,20545,
12969827,63669094,39639818,25302270,12323118,22871,
12549903,59948431,36226932,23164234,11379642,54752,
10792595,38541272,16524495,12367120,4120890,56621,
8345,43978,29825,17467,11645,9741,
636775,3676993,2102546,1342472,745063,129124,
2316681,9842135,4342983,3019453,1269975,208094,
26869,139562,95012,54774,38308,9135,
10345,55100,35908,20410,14395,4623,
0,0,0,0,0,1903,
135359,536375,186287,126955,56201,7253,
3421,14509,8662,5085,3327,6533,
2107,10113,7203,4398,2430,6335,
12040,62793,49204,29228,19130,9516,
9915,37662,23897,14995,8811,4754,
6802,36027,23218,13623,9181,4751,
9025,42564,28083,17422,10341,4465,
19526,79732,33719,20766,12221,3050,
95,475,259,152,90,2564,
154986,613512,212297,143374,66440,5010,
0,0,0,0,0,1665,
7432,35710,24171,15324,8298,4337,
2895,14097,9170,5818,3078,5028,
0,0,0,0,0,2554,
5809,31625,21581,13376,9068,4288,
4366,20884,9844,5625,3775,4581,
4918,22830,17613,11503,5560,8002,
1188268,5263426,2535347,1625462,874880,24178,
22186,117444,73320,41970,29552,6075,
0,0,0,0,0,3011,
10113,53255,32504,18425,13190,5075,
190,950,520,302,179,2734,
5750,31420,19979,11671,7816,4980,
3497,16437,10483,6647,3540,5242,
4138,20788,13586,8415,4988,3775,
372,1872,999,575,354,2675,
16813,76738,44847,26184,17209,6234,
36231,139476,86264,53171,32731,4186,
4782,23471,14293,9264,4785,3976,
46048,206861,134591,80641,49603,20359,
13135,51763,36137,22108,13821,5380,
254406,1020807,411774,271250,133216,17116,
28290,117692,47586,31211,15479,6085,
420635,1787300,795508,538552,242142,25969,
8743,42708,31506,20615,9865,5744,
5342,27895,16159,9687,6037,3210,
2624,12103,8486,5307,2952,4599,
733055,3463566,1915541,1209491,678768,11899,
79929,409495,210710,124161,82354,13110,
52156,205522,76289,51327,23138,5263,
14020,67787,43161,24696,17512,3955,
463,2416,1473,862,519,3699,
748,3758,2180,1253,772,4808,
3604599,16211191,10442912,6855844,3163075,204537,
18786183,95474888,48085947,30225959,16623481,544845,
13720847,66648475,39992949,25240165,13598843,202320,
18430829,157190436,71971406,53550164,17941062,399113,
19331119,197984526,84822035,65733701,18801878,617950,
18671316,165136664,70775643,53710785,16528139,379315,
6114205,30532586,19634171,12582300,6083119,193254,
14752904,69624101,43372414,28100810,12899843,334623,
14538003,70406380,44777016,28666184,13404794,22723,
13936474,67201739,43407065,27788068,13048801,37039,
14584242,70411461,44251019,28295639,13311515,20753,
14977109,72367325,46017628,29406229,13899518,20424,
15420442,74486368,47142268,30168498,14196860,15683,
15017665,71992148,45519012,29302766,13626297,17494,
14296642,69583814,45188555,28881990,13686150,27886,
15031082,73307138,47632274,30439089,14536279,118993,
14377046,69785319,44739425,28743389,13447267,30432,
14421674,70354475,45408882,29076039,13686136,19295,
12412684,61113454,38405293,24594364,11685815,128554,
12405475,60696882,37325889,23728465,11688310,33688,
11025901,53798959,33334094,21501309,10093664,210985,
2235612,10881669,4534367,3255744,1244542,765150,
2199730,8611267,4906226,3608172,1303910,557137,
8156289,30273417,17418884,12459930,4937739,986784,
7706992,27607643,14672209,10765945,3880460,1019398,
8529567,35500806,17066046,12460926,4602945,811954,
7111438,25629181,13622184,10183901,3437766,808493,
3497876,13253420,6776193,5105501,1665929,441084,
1008142,3026765,2458236,2401674,54632,475543,
1203541,3950913,3445047,3270234,170645,531114,
308496,1291040,387377,330110,56089,269596,
2680261,10781324,5286170,3790740,1440041,239430,
10761884,48962715,30655562,19691924,9385462,142639,
13029545,64319664,40255290,25709777,12478844,58402,
13099781,69125683,39234421,24916302,12581128,55898,
14003494,68517594,43875326,27971027,13705390,130461,
12737445,62412050,38876623,24693216,12268928,27854,
12982284,63462493,39603299,25193908,12374062,22622,
13502058,66170998,41662680,26526599,12967627,34301,
12219173,58777139,35252406,22413173,11217682,74766,
9468885,34217456,14469427,10919404,3513316,66825,
5652,27461,18851,11986,6488,7304,
488498,2967586,1690038,1049916,630525,197476,
1487937,5956751,2157857,1613275,521446,248493,
13675,91930,57025,31879,24222,10953,
7539,35594,24741,15453,9037,4759,
0,0,0,0,0,2644,
12635,61884,47792,27156,19345,10151,
1500,7464,3918,2521,1326,4390,
9085,43471,27722,17659,9283,7501,
267659,1157225,456863,324663,129476,16950,
8356,44028,31700,18627,12323,8723,
2393,9234,7719,4601,3025,5422,
1641,7646,5763,3570,2076,4234,
144194,754422,402227,256078,141463,49834,
1165204,5616481,3227718,2092716,1093220,212032,
1567011,7428221,2955148,1873596,1037842,101097,
3642510,16570703,6128861,3874090,2174709,137766,
1564437,7255631,3932214,2787004,1095634,142859,
12732,66088,48186,27864,18669,13469,
149404,709116,477991,297529,175631,45759,
100978,516379,309793,204963,102346,19180,
536,2682,1663,1039,536,4752,
1641,7646,6549,4023,2398,4096,
0,0,0,0,0,2980,
19394,90808,56364,34065,20869,5229,
0,0,0,0,0,2359,
2385371,9331941,2923822,2027763,852223,47781,
2174526,8473656,2633044,1822534,756809,36309,
44182,201527,145750,81540,62108,23108,
4439,20662,15480,10520,4411,6332,
3606,18905,16477,9661,6434,5540,
5200,27236,15968,9254,6288,4480,
1641,7646,5247,3217,1930,4153,
553,2465,1335,816,453,2075,
91,461,305,162,121,2500,
728299,3442692,1943478,1226045,689464,41318,
22212,117242,75227,43585,29880,6400,
2198,8263,6332,3825,2450,3708,
34443,182550,109283,63063,43331,7140,
4140755,21303307,7886763,5597540,2095749,97053,
32162,162357,91793,54754,29368,5811,
536,2682,1692,1031,569,3748,
115563,457543,175133,116041,56682,8710,
0,0,0,0,0,1881,
95,475,253,153,83,2444,
32394,153436,98250,58344,37871,13552,
2533,13003,12377,7178,5025,4538,
85474,348604,171595,111342,55628,14827,
10450,50271,33731,21257,11632,5660,
3388171,15073020,10062320,6633260,3008846,175424,
19701500,100001027,51444580,32408613,17684937,573886,
15135204,72664412,43121179,27259055,14670249,246800,
23970137,152274032,68509415,48108024,19801152,263037,
11658330,57187653,36760233,23600587,11254887,326962,
13309198,62467282,38081488,24674355,11358594,279580,
11692385,56535882,34763069,22243763,10703493,107965,
17227785,82264676,50280029,32467573,15227176,254083,
15443230,72610277,44043036,28207609,13513739,41247,
11745075,56593888,35667894,22687418,11009078,29703,
15258270,73579043,46475470,29591115,14328597,22272,
14225051,68832417,43622387,27830551,13394853,30890,
13414487,64422497,41530541,26694886,12640296,39320,
13764937,67106750,43210468,27620292,13211379,29079,
13915906,66943799,41926689,26953215,12760684,21394,
13939196,67914289,43846408,28033137,13408776,20392,
12338367,60604026,37964688,24298551,11681906,100810,
9212016,44790352,27971956,17884494,8612668,52777,
13554967,65755420,40047730,25778999,12352363,46198,
12838570,63364352,39049340,24886975,12433743,217526,
14680264,71284783,42087254,27223775,12763595,176308,
13137894,64236474,40103171,25609351,12531252,89860,
14265664,68961057,41332212,26767968,12598147,177068,
11545605,56270967,34979771,22328639,11002257,20006,
12437394,60967000,38478450,24686366,11795900,14730,
14479602,56986217,27129126,19108275,7475220,111392,
76597,329657,133477,84674,51740,27055,
1353469,7289552,4195885,2631470,1519479,209478,
2246681,9028641,3326413,2422892,864903,184880,
12160,63520,38909,22296,15279,6915,
141310,677519,458862,285457,170148,50191,
158767,773378,429153,285265,144515,22087,
42487,168920,70990,44241,18269,5923,
1786,8294,6614,4202,2278,5138,
587,2595,1423,873,486,2636,
96,479,247,143,87,2002,
4730,18878,13436,8311,4586,4719,
76236,307800,128896,84622,42966,5747,
2153590,8577497,2783260,1870603,870814,10200,
10395,49987,31814,20277,10708,6607,
164,810,515,392,112,2996,
11236,62912,50912,30227,17846,9590,
6795,35693,22573,12990,9045,5874,
14361,61269,43199,27603,14553,12974,
61460,244091,91759,61340,29278,4811,
91,461,236,131,86,2197,
4565,25363,20847,12198,8244,5000,
826778,4036464,2291752,1438837,820030,37279,
36308,155273,109162,69733,35510,15120,
79406,346222,164184,102319,58684,11427,
182525,733086,270902,178084,89026,7637,
11669,61025,41080,25235,15134,4362,
536,2682,1618,1007,520,2943,
2624,12105,8062,5013,2833,5453,
55413,220009,78805,52938,24767,3187,
245861,969919,321668,216012,101863,5491,
72269,307973,137765,87461,47235,7029,
68241,276827,107797,71192,35325,4258,
22655,85880,57006,35618,20799,4572,
14586,65270,42799,26790,15157,7294,
15325,67602,46405,27497,17893,9578,
7401,32623,22747,13585,8842,3552,
7781,39293,22877,13352,9023,5024,
1641,7646,4485,2718,1674,3414,
2626262,13078263,5594355,3480258,2070956,39931,
5879116,29051384,12252521,7626667,4505778,71902,
0,0,0,0,0,2559,
728133,3441593,1867518,1179499,661645,17826,
7115,28335,19660,11778,7515,22758,
1154147,5276110,2905480,1998572,867199,146656,
225408,1032760,617022,410395,197676,31216,
5654,27473,18171,11669,6156,4912,
2701,10561,6970,4277,2592,5138,
1641,7646,6172,3833,2214,5476,
0,0,0,0,0,2930,
594807,2771658,1988758,1264792,640555,68066,
18273556,91769350,44100158,27997204,15023258,497164,
49693591,268277607,131463975,89806258,38389368,1063613,
91607038,485550711,210721612,150984758,54372159,1271626,
49754775,264647795,136664116,90760086,43565978,1178011,
42950816,255139470,135131173,91524527,41062352,731912,
16622245,79703880,50277036,32386948,15162708,375581,
14706780,70928419,45554337,29126954,13818720,29613,
14327413,68437169,43547375,27997757,13121922,38200,
15178061,73341091,46677355,29826015,14170546,15203,
15005286,72559809,46143644,29487266,14011287,18466,
14955158,72195853,46504270,29748910,14097776,14732,
14336361,69821853,45408095,29038066,13825712,82515,
14388860,69158640,44180634,28435563,13362013,109081,
14330755,69893348,45746715,29324483,13775309,23780,
14881316,72140564,46750269,30027505,14100564,53910,
14377249,69855985,45337012,29035796,13748851,43183,
11659861,54421472,29929860,19340904,9214216,160425,
10264528,49918027,30204182,19241322,9589890,40480,
12810546,63040540,40092489,25572815,12578122,243128,
13827593,67318942,39524652,25341893,12226728,210386,
11729865,57338147,35462299,22404537,11363217,73270,
12033380,58993535,36932022,23397472,11672288,23836,
11766125,56453295,35687191,22728851,11188393,45708,
12108432,59529756,37052275,23436417,11751691,23062,
12415648,61133030,37457455,23719638,12060740,150151,
9544936,36692273,15691363,11697757,3841575,271400,
136112,818222,473183,294781,176117,44616,
1921809,8493591,3584398,2520730,1031636,159078,
2122,8261,5957,3517,2408,4523,
5178,19235,12870,7810,4993,4319,
4331,17514,12112,7449,4187,5562,
1906,6889,3940,2400,1532,2767,
1494662,6002233,2062385,1392432,662132,36841,
1541590,6581330,2936247,1900726,971047,74599,
24799,129144,81662,47633,32261,9119,
5652,27463,18773,11996,6424,5678,
10448,55110,34573,19773,13819,6718,
1641,7646,6293,3900,2264,5561,
229580,909913,309501,209934,94680,6468,
75263,299349,99223,67396,30286,3673,
50224,235112,95314,60031,32445,10079,
2407,12297,12089,6876,5035,5059,
3447,14611,8466,4899,3318,6699,
17806,84995,57334,35925,20339,7007,
145693,578674,209626,139480,67626,8508,
3477,18393,13936,8104,5519,4389,
6794,35708,21272,12368,8390,5422,
1641,7644,5837,3660,2065,4416,
0,0,0,0,0,2131,
166417,657253,221276,148225,70671,4786,
4317,17437,10310,6391,3500,4452,
0,0,0,0,0,1911,
61416,252334,106581,68736,36611,9248,
873415,4299482,2394727,1503926,860629,39162,
26100,137480,88855,51326,35384,8243,
6923,34067,24159,14877,8843,6401,
17601,89312,59696,36756,21182,7788,
1785,8292,6828,4264,2417,4541,
587,2595,1449,892,488,2320,
115,538,322,187,114,2792,
4714,18818,12554,7783,4252,3660,
3648,16803,11986,8320,3224,3328,
1903838,7582409,2484661,1665568,780496,12228,
17818,85042,55011,34635,19368,8701,
501760,2080543,742262,519984,215778,11655,
14529,83333,53593,32086,17703,6312,
8954,43739,27705,16258,10923,5213,
4872,21203,13320,7981,5037,5290,
0,0,0,0,0,2372,
82769,391438,171182,105101,63210,7933,
4566,25367,20736,12109,8204,4922,
1263,5980,3413,1917,1371,3599,
84339,344830,169475,109509,55459,11991,
831052,4056713,2252159,1412720,805609,22365,
161351,775702,507921,315403,185036,37940,
3377869,14745093,9436001,6275869,2767898,138085,
25101502,125078563,70899222,47408616,22060048,394355,
12527026,61169097,38715767,24431812,12965985,238470,
11359944,57775853,31446887,19874645,11197627,192303,
23346026,244553168,103837950,81023306,22405935,504012,
19426207,190142751,80687871,62704492,17551013,596397,
10232902,68560533,34592581,24135879,9630682,152934,
13757192,66995132,43121153,27663863,13002386,170875,
15439692,73311805,46297471,29872806,13813600,233698,
14558430,70217393,44517135,28491893,13429958,32997,
14922339,72199324,46596431,29757505,14110152,29912,
15016603,72444919,46218227,29533803,14011264,28720,
14264163,67925134,43404266,27934818,13015271,30240,
14058504,68193794,43470231,27815956,13116028,26268,
14222809,69402164,45172958,28905399,13626778,25878,
14350554,69063979,44758299,28759982,13490513,19655,
14121888,68783805,44935395,28750291,13583595,16104,
13935093,67986700,43545256,27869307,13151258,33131,
12057060,58599551,38165127,24501909,11575451,83860,
14588686,71145899,43788428,28012196,13508824,265978,
15508798,75306723,44968634,29035333,13576432,355201,
12255444,59684688,36789188,23396426,11505948,22684,
13282672,64994370,41298666,26432023,12518402,16303,
13171289,64701614,40056598,25533585,12322423,15294,
12670912,62065566,38499264,24515694,11904951,12593,
13032277,63707109,39925859,25508350,12153093,18106,
12470570,60903908,37483072,23828837,11714932,19184,
13185598,63581753,38952988,24949133,11848039,18844,
13046211,55900033,28935650,19745820,8224699,99693,
644261,3066934,1509168,1013812,474667,35818,
3477,18395,15162,8731,6084,10449,
668297,3838479,2148835,1367331,768034,146374,
1538986,6137666,2246326,1689582,532509,184832,
855,3952,2318,1382,853,4353,
91,461,298,167,108,3045,
0,0,0,0,0,1735,
212,873,669,419,219,3819,
190,950,510,305,171,2898,
5546,29948,22992,13760,8703,7204,
751616,3562440,1986235,1249448,708286,78264,
9048,42941,31761,19458,11496,7847,
26203,134629,82254,47939,32235,6501,
4897,21309,13778,8168,5279,8682,
28497,150222,87368,49966,35122,4522,
3000,13125,8033,4594,3187,4010,
65795,296905,189742,115049,69916,22032,
2533,13003,12015,7002,4843,6467,
35367,150332,104736,66085,34973,14432,
10399,49997,32082,20402,10853,6941,
295168,1261922,488910,348877,137305,11871,
7321,32287,22082,13223,8537,4404,
6771,35609,20575,11902,8156,5050,
2624,12103,8317,5149,2950,6383,
3267,15140,13101,8659,3966,5126,
49644,263372,115061,68202,44547,7047,
4343,17544,10787,6698,3648,4560,
2848,10264,5800,3541,2247,2090,
21939,80568,43653,27819,15723,4322,
748,3758,2312,1316,838,5321,
142946,668328,442629,276575,162094,42462,
897321,4236557,2283945,1457401,794853,44676,
22616,119525,75196,43399,29940,10615,
63372,289426,189292,138912,48677,34241,
10104,53645,33873,19323,13603,4411,
4768,21952,17664,12142,4839,5550,
